,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
309,1,1,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,99.05,3395.8
310,1,0,0,0,4,1,0,0,2,0,2,0,0,0,0,0,2,56.75,245.15
311,0,0,1,1,32,1,0,1,0,2,0,0,2,0,0,1,2,86.1,2723.75
312,1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,1,3,20.5,365.8
313,1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,2,19.25,112.3
314,0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,96.0,174.8
315,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9,69.9
316,0,0,0,0,11,1,2,1,0,0,0,0,0,0,0,0,2,75.25,888.65
317,0,0,0,0,20,1,0,2,1,1,1,1,1,1,0,1,0,19.5,413.0
318,0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,23.75,1679.25
319,1,0,1,1,34,1,0,2,1,1,1,1,1,1,1,0,1,19.6,678.8
320,0,0,1,1,22,1,2,2,1,1,1,1,1,1,2,0,1,25.25,555.4
321,1,0,0,0,13,1,0,2,1,1,1,1,1,1,2,0,1,20.0,268.45
322,1,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,0,20.7,1492.1
323,0,0,0,0,37,1,0,2,1,1,1,1,1,1,2,0,3,19.85,784.25
324,1,0,0,0,21,1,0,2,1,1,1,1,1,1,0,0,3,20.0,417.7
325,1,0,0,0,3,1,0,0,2,0,0,0,0,0,0,1,3,50.15,160.85
326,1,0,0,0,9,1,0,1,0,0,0,2,2,2,0,1,0,95.9,827.45
327,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,49.5,49.5
328,1,0,1,1,18,1,0,0,0,0,2,0,0,2,0,0,2,57.45,990.85
329,1,0,1,1,12,1,0,0,0,0,0,0,0,2,1,0,1,53.65,696.35
330,0,0,0,0,23,1,0,2,1,1,1,1,1,1,0,1,3,19.5,470.2
331,1,0,1,0,28,1,0,0,2,0,0,2,0,0,1,0,3,54.35,1426.45
332,1,0,0,0,37,1,0,1,0,0,0,0,0,0,0,1,3,70.35,2552.9
333,0,0,0,0,47,1,2,1,2,0,2,0,2,0,1,0,1,94.9,4615.25
334,0,1,1,1,3,1,0,1,2,0,0,2,2,0,0,1,3,88.3,273.75
335,0,0,1,1,50,1,0,1,0,0,0,0,0,0,0,1,0,69.75,3557.7
336,0,0,1,0,62,1,2,2,1,1,1,1,1,1,2,0,0,23.65,1416.75
337,1,0,1,0,56,1,0,1,0,0,0,0,0,2,1,1,2,80.9,4557.5
338,1,0,1,0,38,1,0,1,2,2,0,0,0,0,0,1,2,79.45,3013.05
339,0,0,1,1,14,1,0,1,0,0,0,0,0,0,0,0,2,70.2,1046.5
340,1,0,0,0,3,1,0,0,0,0,0,2,0,0,0,1,3,50.25,152.3
341,0,0,0,0,40,1,2,0,0,0,2,2,2,2,1,1,3,80.75,3208.65
342,1,0,1,0,40,1,2,1,0,0,0,0,2,2,0,1,0,97.1,3706.95
343,1,0,0,0,23,1,2,1,0,0,0,2,2,0,0,1,2,90.6,1943.2
344,1,0,0,0,10,1,0,0,2,0,0,2,2,0,0,0,0,62.25,612.95
345,0,0,0,0,14,1,0,0,2,0,0,2,0,0,1,0,3,55.7,795.15
346,1,0,1,0,47,1,0,2,1,1,1,1,1,1,2,0,3,19.65,973.1
347,1,0,1,0,24,1,0,1,2,0,0,2,0,2,0,1,2,89.25,2210.2
348,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,69.75,144.55
349,1,0,0,0,22,0,1,0,0,0,2,2,2,2,2,0,0,56.75,1304.85
350,0,1,0,0,59,1,2,1,0,2,0,0,0,0,2,1,1,79.2,4590.35
351,0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,1,2,69.55,200.2
352,1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,80.95,171.15
353,1,0,0,0,32,1,2,1,2,0,0,2,0,0,0,0,0,87.65,2766.4
354,0,0,0,0,16,1,2,1,0,0,0,0,0,0,0,1,1,74.75,1129.35
355,1,0,1,0,70,1,0,0,2,2,2,2,0,0,2,0,1,64.95,4523.25
356,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.55,80.55
357,0,0,1,0,7,1,0,0,2,0,2,2,2,2,0,0,0,81.25,580.1
358,1,0,1,1,67,1,2,1,2,2,0,2,0,0,1,0,2,89.55,6038.55
359,0,0,1,1,20,1,0,2,1,1,1,1,1,1,0,0,2,20.0,417.65
360,0,0,0,0,4,1,0,1,2,0,2,2,0,2,0,1,0,94.4,387.2
361,0,0,1,0,37,1,2,1,0,0,2,0,0,0,0,1,1,78.95,2839.65
362,1,0,0,0,52,1,2,1,0,0,2,0,0,2,2,1,1,89.45,4577.75
363,1,0,1,1,70,0,1,0,2,0,2,2,2,2,2,0,0,59.5,4144.8
364,0,0,0,0,50,1,2,0,2,0,2,2,2,2,1,1,1,82.5,4179.1
365,0,0,0,0,19,0,1,0,0,0,0,0,2,2,1,1,1,44.85,893.55
366,1,1,1,0,39,1,2,1,0,2,2,0,2,2,0,1,2,105.65,4284.8
367,0,0,1,1,23,1,0,0,2,2,2,2,0,0,1,1,3,66.25,1533.8
368,0,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,1,20.0,1209.25
369,1,0,1,1,11,1,2,0,2,0,0,0,2,0,0,1,0,65.15,723.35
370,1,1,1,0,14,1,0,2,1,1,1,1,1,1,1,0,3,19.65,228.65
371,1,0,1,1,13,1,0,1,0,0,2,0,2,2,0,1,3,96.65,1162.85
372,0,0,0,0,41,0,1,0,0,2,0,0,0,2,0,1,2,40.35,1677.85
373,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,18.85,18.85
374,0,1,1,0,62,1,2,1,0,2,2,0,2,0,1,1,1,97.95,5936.55
375,0,0,1,0,60,1,2,1,2,2,0,0,0,2,0,1,1,94.1,5475.9
376,0,1,1,0,23,1,0,1,2,0,0,0,2,2,0,1,2,95.1,2326.05
377,0,1,1,0,71,1,2,0,2,2,2,2,0,2,2,1,0,82.7,5831.2
378,1,0,0,0,25,1,0,2,1,1,1,1,1,1,1,0,1,19.9,510.8
379,1,0,0,0,26,1,2,0,0,0,0,0,0,0,1,1,1,51.55,1295.4
380,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,19.65,19.65
381,0,1,1,1,32,1,2,1,0,2,0,0,2,2,0,1,2,100.4,3217.65
382,0,0,0,0,14,1,2,0,0,2,0,0,0,0,1,1,3,54.25,773.2
383,0,0,0,0,13,1,2,1,2,0,0,0,0,0,0,1,1,80.0,1029.35
384,0,0,1,0,53,1,0,1,0,0,0,2,2,2,1,1,2,93.45,4872.2
385,0,0,1,0,58,1,2,0,2,0,0,2,0,0,1,1,0,61.05,3478.75
386,1,0,0,0,3,1,0,1,0,0,2,0,0,2,0,0,1,85.7,256.75
387,1,0,0,0,38,1,2,1,2,2,0,0,2,2,1,1,2,104.85,3887.25
388,1,0,0,0,37,1,2,1,0,2,0,2,2,2,1,1,1,104.5,3778.0
389,1,0,1,1,18,0,1,0,0,0,0,0,0,0,0,0,1,25.55,467.85
390,1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,2,69.55,521.35
391,1,0,0,0,19,1,2,1,0,0,0,0,0,2,0,1,0,86.0,1532.45
392,1,0,1,1,64,1,0,0,2,0,2,2,2,0,2,0,3,69.25,4447.75
393,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,2,75.9,143.35
394,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,45.85
395,0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,0,24.65,1830.05
396,0,1,0,0,16,1,2,1,0,0,0,0,2,2,0,1,2,96.15,1529.2
397,0,0,1,1,3,1,0,0,0,2,0,0,2,0,0,1,1,58.7,168.6
398,0,0,0,0,11,1,2,1,0,0,0,2,2,0,0,0,2,90.15,987.95
399,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,2,75.8,75.8
400,0,1,1,0,55,1,0,1,0,0,2,2,2,0,2,0,1,88.8,4805.3
401,0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,1,1,85.9,6110.75
402,0,1,0,0,45,0,1,0,0,0,0,0,0,2,1,0,2,34.2,1596.6
403,0,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,3,20.15,1046.2
404,0,0,1,0,2,1,0,1,2,0,0,2,0,0,0,1,2,80.15,194.55
405,0,1,1,0,68,1,2,1,0,2,0,0,0,2,0,1,0,89.6,6127.6
406,0,1,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,80.25,303.7
407,1,0,1,1,62,1,2,1,2,2,2,2,2,2,2,0,0,115.55,7159.05
408,0,1,1,0,71,1,0,1,2,2,2,2,2,0,2,1,2,99.4,7168.25
409,0,0,1,0,72,1,2,1,2,0,2,0,2,2,2,1,2,105.5,7544.0
410,0,0,0,0,1,1,0,0,0,0,2,2,2,2,1,0,1,74.1,74.1
411,1,0,0,0,63,1,2,0,2,2,2,2,0,0,1,0,0,68.8,4111.35
412,1,1,1,0,72,1,2,0,2,2,2,0,2,2,2,0,1,84.45,5899.85
413,1,0,1,1,67,1,2,1,0,2,2,2,2,2,2,1,0,111.2,7530.8
414,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,2,75.6,402.5
415,0,0,1,1,24,0,1,0,2,2,2,0,2,2,1,0,2,57.6,1367.75
416,1,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,1,110.6,7962.2
417,0,0,0,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.55,8127.6
418,0,0,0,0,36,1,0,0,2,2,2,2,0,2,1,1,3,75.55,2680.15
419,1,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,86.6,1281.0
420,0,0,1,0,34,1,2,1,0,0,0,0,2,2,0,1,2,97.65,3207.55
421,1,0,0,0,48,1,2,0,2,0,0,2,0,2,1,1,0,70.95,3629.2
422,0,0,1,1,39,1,2,1,0,2,2,2,0,0,1,1,2,89.55,3474.45
423,1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,1,3,19.95,147.5
424,1,0,0,0,8,1,0,0,2,0,2,0,0,2,0,1,2,66.7,579.0
425,0,0,1,0,10,1,0,2,1,1,1,1,1,1,0,1,0,19.95,187.75
426,0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.4,1496.45
427,1,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,0,23.95,1713.1
428,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.2,25.2
429,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,45.0,96.45
430,0,0,1,0,15,1,0,1,0,2,0,0,0,0,0,0,0,75.35,1114.55
431,1,0,1,1,64,1,0,0,2,0,2,0,2,2,1,1,1,73.05,4688.65
432,0,0,1,0,28,1,0,2,1,1,1,1,1,1,0,0,3,20.5,563.05
433,0,0,1,1,14,1,2,1,0,0,2,0,0,2,0,1,2,87.25,1258.6
434,0,0,1,0,51,0,1,0,0,2,0,0,2,2,0,1,2,49.65,2553.35
435,1,0,1,1,72,0,1,0,2,0,2,2,2,2,2,0,0,60.95,4549.05
436,0,0,0,0,18,1,2,1,0,0,0,2,2,0,0,1,2,88.35,1639.3
437,0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,2,19.5,178.85
438,0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,1,75.2,633.85
439,0,1,0,0,13,1,2,1,0,0,0,0,2,2,0,1,2,95.05,1290.0
440,1,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,2,78.45,330.05
441,0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,0,0,92.0,6474.4
442,0,0,1,1,51,1,0,0,2,2,2,2,2,2,2,0,1,85.5,4421.95
443,1,0,1,0,59,0,1,0,0,2,0,0,0,2,0,1,0,41.05,2452.7
444,1,0,1,0,10,1,2,1,0,0,0,0,2,0,0,1,2,85.6,813.85
445,0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.2,79.2
446,1,0,1,1,45,1,0,0,2,2,2,2,2,2,2,1,3,84.35,3858.05
447,0,0,1,1,39,1,0,2,1,1,1,1,1,1,2,1,0,19.85,854.8
448,1,0,0,0,5,1,0,0,0,0,2,0,2,2,1,1,3,70.0,347.4
449,1,0,1,1,72,1,2,0,2,2,2,2,2,0,2,0,0,82.3,5815.15
450,0,0,0,0,70,0,1,0,2,2,2,2,0,0,2,1,0,44.6,3058.15
451,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3,70.7,129.2
452,0,0,1,0,22,1,0,1,0,0,0,0,0,0,0,1,2,69.25,1554.0
453,1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,24.3,1643.25
454,0,0,1,1,12,1,0,0,0,0,2,0,2,0,0,1,1,58.35,740.55
455,0,1,1,0,34,1,2,1,0,2,2,0,0,2,0,1,2,94.25,3217.55
456,1,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,1,20.1,620.55
457,1,0,1,0,41,1,2,0,0,0,2,0,2,2,1,1,2,73.0,3001.2
458,0,0,0,0,4,1,0,1,0,0,2,0,0,2,0,1,1,82.85,319.6
459,0,0,0,0,24,1,2,1,2,0,0,2,0,0,0,1,2,84.35,1938.05
460,0,1,0,0,4,1,0,1,0,2,2,0,2,2,0,1,1,99.8,442.85
461,0,0,0,1,18,0,1,0,0,0,0,0,0,2,0,1,2,35.0,553.0
462,1,0,0,0,8,1,0,0,0,0,0,0,2,2,0,1,2,66.25,546.45
463,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,76.0,76.0
464,1,0,0,1,8,0,1,0,2,0,0,2,0,2,2,1,3,44.55,343.45
465,1,1,0,0,29,1,0,1,0,2,2,0,2,2,0,1,0,101.45,2948.6
466,1,0,0,0,64,1,0,1,2,2,0,0,2,2,1,1,1,100.3,6603.8
467,0,0,1,1,58,0,1,0,0,0,2,2,2,2,2,1,1,55.5,3166.9
468,0,1,0,0,18,1,0,0,0,2,0,0,0,0,0,1,1,49.85,865.75
469,0,0,1,0,60,1,2,1,0,2,0,0,2,2,0,1,2,99.8,5985.75
470,1,1,1,0,71,1,2,1,2,2,2,2,0,0,1,1,2,92.0,6585.2
471,1,0,1,1,45,1,2,2,1,1,1,1,1,1,2,0,3,24.45,1088.25
472,0,0,0,0,23,1,2,2,1,1,1,1,1,1,1,0,1,24.8,615.35
473,0,0,1,0,43,1,2,0,0,0,0,2,2,0,1,1,0,64.85,2908.2
474,1,0,1,0,9,1,0,0,2,2,0,2,2,0,0,1,3,68.95,593.85
475,0,0,0,0,40,1,0,0,0,0,2,0,0,0,1,1,3,50.25,2023.55
476,0,1,0,0,5,1,0,1,0,0,2,0,0,0,0,1,1,75.55,349.65
477,1,0,1,1,8,1,0,2,1,1,1,1,1,1,1,0,1,19.9,153.95
478,0,0,1,1,52,1,0,1,2,0,2,0,2,2,1,0,2,100.3,5244.45
479,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,2,50.05,50.05
480,1,0,0,0,23,1,0,2,1,1,1,1,1,1,0,0,2,20.85,473.9
481,1,0,0,0,31,1,0,1,0,2,0,0,2,2,0,1,2,94.5,2979.2
482,0,0,1,0,36,1,2,1,2,2,2,2,0,2,2,1,1,106.05,3834.4
483,1,0,1,0,36,1,0,2,1,1,1,1,1,1,1,0,3,20.0,666.75
484,1,0,1,1,12,1,0,0,2,0,0,0,0,0,0,1,2,49.2,571.15
485,0,0,0,0,23,1,2,0,0,0,0,2,2,2,1,1,3,73.75,1756.6
486,1,0,0,0,62,1,2,1,2,2,0,0,0,2,1,1,0,92.3,5731.45
487,0,0,0,0,8,1,0,2,1,1,1,1,1,1,0,0,3,19.2,156.85
488,1,0,1,0,31,1,2,1,0,0,2,0,2,0,0,0,1,88.65,2683.2
489,0,1,1,0,69,1,2,1,0,2,0,2,2,2,2,0,1,105.4,6998.95
490,0,0,1,1,51,1,0,0,2,2,0,2,0,2,1,1,1,69.75,3562.5
491,0,1,1,0,71,1,0,1,0,2,2,0,2,2,2,1,2,99.2,7213.75
492,0,0,1,1,23,1,0,0,2,2,0,2,0,0,1,1,3,57.75,1282.85
493,1,1,0,0,19,1,2,1,0,2,0,0,2,0,0,1,2,88.2,1775.8
494,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,20.25,61.45
495,0,0,1,1,51,1,0,1,2,2,0,0,0,0,0,1,0,79.15,4018.55
496,1,1,0,0,15,1,2,1,0,0,0,0,0,0,0,0,2,75.65,1146.65
497,1,1,1,0,64,1,2,1,0,2,2,0,0,2,0,1,2,94.25,6081.4
498,0,0,0,0,37,0,1,0,0,0,2,0,0,2,0,1,1,40.2,1478.85
499,1,0,0,0,13,1,0,2,1,1,1,1,1,1,2,0,3,19.95,243.65
500,1,0,1,0,49,1,2,0,2,0,0,0,0,0,1,1,2,55.35,2633.95
501,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.7,74.7
502,1,0,1,0,68,0,1,0,2,0,2,0,2,2,2,1,0,54.1,3794.5
503,1,0,0,0,17,1,0,1,0,0,2,0,0,0,0,1,2,76.65,1313.55
504,0,0,0,1,63,1,0,2,1,1,1,1,1,1,2,0,1,19.5,1215.1
505,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,1,20.55,96.1
506,0,0,0,0,63,1,2,1,0,2,2,2,2,2,0,1,1,109.85,7002.95
507,0,0,1,1,7,1,0,2,1,1,1,1,1,1,0,0,3,20.65,158.95
508,0,0,0,0,19,1,0,0,0,0,0,0,0,2,0,1,2,56.2,1093.4
509,0,0,1,1,35,1,2,2,1,1,1,1,1,1,0,1,2,25.75,882.55
510,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,1,19.8,1436.95
511,1,0,0,0,8,1,2,1,0,2,0,0,2,2,0,0,2,100.85,819.55
512,0,0,1,1,4,1,0,0,2,0,0,0,0,0,0,0,2,50.3,217.1
513,1,0,1,1,63,1,0,1,0,2,2,0,0,0,0,1,1,80.3,4896.35
514,0,0,0,0,60,1,0,2,1,1,1,1,1,1,2,0,0,19.85,1128.1
515,0,0,1,0,63,1,2,1,0,2,2,0,2,2,1,1,2,107.5,6873.75
516,1,0,0,0,22,1,2,2,1,1,1,1,1,1,2,0,3,25.25,566.5
517,0,0,1,0,53,1,0,1,2,2,2,0,2,2,1,1,0,106.1,5769.75
518,0,0,1,1,7,0,1,0,2,0,0,2,0,0,0,0,3,34.65,246.6
519,1,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,69.35,261.65
520,0,0,0,0,55,1,0,1,0,2,2,0,0,0,0,1,2,81.55,4509.5
521,0,0,1,0,10,1,0,0,0,0,2,0,2,2,0,1,1,67.8,653.15
522,0,0,0,1,15,1,0,2,1,1,1,1,1,1,1,0,3,19.65,270.6
523,1,0,0,0,66,1,0,1,0,2,2,0,2,2,0,0,2,99.5,6710.5
524,0,0,1,1,56,1,2,0,2,0,0,0,2,0,1,0,0,65.2,3512.15
525,1,0,1,0,42,1,2,0,2,0,0,2,2,2,1,0,1,80.45,3375.9
526,0,0,1,1,42,1,0,1,0,0,0,0,2,0,0,1,1,77.95,3384.0
527,1,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,18.85,84.2
528,1,0,0,0,65,1,0,2,1,1,1,1,1,1,2,1,1,19.55,1218.65
529,1,0,1,0,51,1,2,1,2,0,2,2,2,2,1,1,2,111.55,5720.35
530,1,0,0,0,34,1,0,2,1,1,1,1,1,1,0,0,3,19.7,675.6
531,1,0,1,0,67,0,1,0,2,2,0,2,0,2,2,1,0,50.95,3521.7
532,0,1,0,0,23,1,0,1,0,2,0,0,2,2,0,1,2,94.75,2293.6
533,1,0,0,0,69,1,2,0,2,2,2,2,0,2,2,1,1,81.5,5553.25
534,0,0,0,0,35,1,2,1,0,0,0,0,2,0,0,1,2,86.45,3029.1
535,0,0,1,0,56,1,2,1,0,2,0,0,2,2,1,1,2,98.25,5508.35
536,0,0,1,0,9,1,0,1,0,0,2,0,0,0,0,1,0,75.75,655.9
537,1,0,0,0,11,1,0,1,0,2,0,0,0,0,0,1,3,75.9,866.4
538,0,1,1,0,30,1,2,1,0,2,0,0,2,0,0,1,2,90.05,2627.2
539,1,0,0,0,48,1,2,1,0,2,2,0,2,2,1,1,1,106.1,5082.8
540,0,0,1,1,7,1,0,2,1,1,1,1,1,1,1,0,3,20.65,134.05
541,1,0,1,0,37,1,0,1,0,0,2,2,0,2,0,1,2,90.35,3419.3
542,0,0,0,0,34,1,2,1,2,2,2,0,2,2,0,1,3,109.8,3587.25
543,0,0,1,1,59,1,2,0,2,2,0,2,0,0,1,0,3,65.5,3801.3
544,0,0,0,0,27,1,0,0,0,2,0,2,0,0,0,1,3,56.15,1439.35
545,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,3,44.3,134.5
546,1,0,1,1,68,1,2,0,0,2,0,2,0,2,2,0,1,70.8,4859.95
547,1,0,1,0,47,1,2,2,1,1,1,1,1,1,0,0,2,25.4,1139.2
548,1,0,1,0,51,1,2,1,0,0,0,0,2,2,0,1,2,94.65,4812.75
549,0,0,0,0,46,1,2,1,0,0,0,0,2,2,0,0,0,96.05,4399.5
550,0,0,0,0,8,1,2,1,0,0,0,0,0,0,0,1,1,74.6,548.9
551,1,1,0,1,1,1,0,0,0,0,2,0,0,0,0,1,3,50.15,50.15
552,0,0,0,0,29,1,0,1,0,0,0,0,2,0,0,1,2,78.9,2384.15
553,0,0,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,80.15,319.85
554,1,0,1,1,6,1,2,2,1,1,1,1,1,1,2,0,3,25.4,153.3
555,0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,1,25.0,1849.2
556,0,0,0,1,35,1,2,0,0,0,0,0,0,0,0,0,3,50.15,1655.35
557,1,1,1,0,27,1,0,1,0,0,0,0,0,0,0,1,2,70.55,1943.9
558,1,0,1,1,70,1,2,1,2,2,0,0,2,0,0,1,1,97.55,6669.05
559,1,0,1,1,60,1,0,2,1,1,1,1,1,1,2,0,1,19.65,1161.75
560,1,0,1,1,71,1,2,1,0,2,0,2,0,0,2,1,2,84.8,6152.4
561,1,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,0,20.45,943.0
562,0,0,1,1,66,1,2,1,0,2,2,0,2,2,1,1,1,102.45,6615.15
563,0,1,0,0,3,1,0,1,0,0,2,0,0,0,0,0,2,73.85,196.4
564,1,0,0,0,68,1,2,0,2,2,2,0,0,2,1,0,1,76.75,5233.25
565,1,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,1,19.7,1421.9
566,0,0,0,0,51,0,1,0,0,2,2,0,2,2,1,1,1,56.4,2928.5
567,0,0,1,0,3,1,2,1,0,0,0,0,2,2,0,0,2,94.9,273.2
568,0,0,0,0,45,1,0,0,2,0,2,2,2,2,2,0,0,81.65,3618.7
569,1,0,0,0,9,0,1,0,0,0,0,0,2,2,0,1,2,45.4,418.8
570,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,0,0,114.45,8100.55
571,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.5,19.5
572,0,0,1,0,66,1,2,1,0,2,2,2,0,0,1,1,0,90.55,6130.95
573,0,0,0,0,72,1,2,1,2,2,2,2,2,2,2,1,0,116.45,8013.55
574,0,0,1,1,3,1,2,1,0,0,0,0,0,2,0,1,0,84.75,264.85
575,1,1,0,0,52,1,2,1,0,2,2,2,2,2,0,1,2,110.75,5832.0
576,1,0,0,0,14,1,2,1,0,0,0,2,2,0,0,1,2,89.95,1178.4
577,0,1,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,96.6,6827.5
578,1,0,1,1,54,1,0,1,0,2,0,2,0,0,2,1,0,79.95,4362.05
579,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,45.4,80.95
580,1,1,0,0,13,1,0,1,0,0,0,0,2,2,0,1,2,90.5,1201.15
581,1,0,1,1,1,1,0,0,2,0,0,0,0,0,0,1,3,48.75,48.75
582,1,1,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,25.0,1802.55
583,0,0,0,0,2,1,0,1,2,2,0,0,2,0,0,1,2,91.15,168.5
584,0,0,0,1,18,1,0,2,1,1,1,1,1,1,1,0,0,20.15,390.85
585,1,1,1,0,60,1,2,1,0,2,2,0,2,2,1,1,2,104.35,6339.45
586,0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.35,77.5
587,0,0,0,0,38,1,0,1,0,2,2,2,0,0,0,1,1,84.25,3264.5
588,0,1,1,0,42,1,2,1,2,0,2,0,2,2,1,1,0,105.2,4599.15
589,0,0,1,0,57,1,0,2,1,1,1,1,1,1,2,1,0,19.6,1134.25
590,1,0,1,0,54,0,1,0,0,2,0,0,0,0,0,0,2,30.4,1621.35
591,0,0,0,0,12,1,0,1,0,0,0,0,0,2,0,0,0,78.1,947.3
592,0,0,1,0,44,1,0,0,2,2,2,0,0,0,1,1,3,61.5,2722.2
593,1,0,1,1,42,1,2,0,2,2,0,0,2,0,0,1,0,69.4,3058.3
594,0,0,1,0,19,1,2,1,0,0,2,0,0,2,0,0,3,89.65,1761.05
595,0,0,1,0,23,1,2,0,0,0,0,2,2,2,0,1,1,73.65,1642.75
596,1,0,0,0,35,1,2,2,1,1,1,1,1,1,1,0,0,26.2,954.9
597,0,0,1,1,34,1,0,2,1,1,1,1,1,1,0,0,3,20.65,716.4
598,0,0,0,0,23,1,2,1,0,2,0,0,0,0,0,1,2,79.15,1676.95
599,0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,1,20.5,1502.25
600,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.2,19.2
601,1,0,1,1,60,1,2,1,0,0,0,0,0,0,0,0,0,74.35,4453.3
602,0,0,0,1,31,1,2,1,0,0,0,0,2,0,0,1,1,86.55,2697.4
603,1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,20.3,1401.15
604,0,0,1,1,45,0,1,0,2,0,0,0,2,2,0,1,0,50.9,2333.85
605,1,0,0,0,24,1,0,1,0,0,0,2,2,2,0,1,2,96.0,2122.45
606,0,0,0,0,4,1,2,2,1,1,1,1,1,1,2,1,1,25.3,116.95
607,1,0,1,1,65,1,2,1,2,0,2,2,2,2,2,0,0,108.65,6937.95
608,1,0,0,0,45,1,0,0,2,0,2,0,2,2,0,1,2,75.95,3273.8
609,0,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,1,19.4,1083.0
610,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,2,45.55,402.6
611,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,46.2,46.2
612,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.15,45.15
613,1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,1,3,20.1,936.85
614,0,0,1,0,19,1,0,1,2,0,0,0,0,0,0,1,2,73.2,1441.1
615,1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,3,19.45,1378.45
616,0,1,1,0,26,1,0,0,0,0,2,0,0,2,1,0,3,60.7,1597.4
617,1,1,0,0,48,1,2,1,0,2,0,0,2,2,1,1,2,99.0,4744.35
618,1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,1,24.1,1734.65
619,0,0,1,1,51,1,2,1,2,2,0,0,0,2,0,1,2,93.8,4539.35
